position	functional_class	mitomap_class_loci	n_mitomap_class_loci	mitomap_all_loci	mitomap_all_descriptions	mitomap_source_revision	mitomap_source_url
2701	rna_coding	MT-RNR2	1	MT-HN;MT-RNR2	16S ribosomal RNA | Humanin peptide (MAPRGFSCLLLLTSEIDLPVKRRA) [MDP]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2702	rna_coding	MT-RNR2	1	MT-HN;MT-RNR2	16S ribosomal RNA | Humanin peptide (MAPRGFSCLLLLTSEIDLPVKRRA) [MDP]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2703	rna_coding	MT-RNR2	1	MT-HN;MT-RNR2	16S ribosomal RNA | Humanin peptide (MAPRGFSCLLLLTSEIDLPVKRRA) [MDP]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2704	rna_coding	MT-RNR2	1	MT-HN;MT-RNR2	16S ribosomal RNA | Humanin peptide (MAPRGFSCLLLLTSEIDLPVKRRA) [MDP]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2705	rna_coding	MT-RNR2	1	MT-HN;MT-RNR2	16S ribosomal RNA | Humanin peptide (MAPRGFSCLLLLTSEIDLPVKRRA) [MDP]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2706	rna_coding	MT-RNR2	1	MT-HN;MT-RNR2	16S ribosomal RNA | Humanin peptide (MAPRGFSCLLLLTSEIDLPVKRRA) [MDP]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2707	rna_coding	MT-RNR2	1	MT-HN;MT-RNR2	16S ribosomal RNA | Humanin peptide (MAPRGFSCLLLLTSEIDLPVKRRA) [MDP]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2708	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2709	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2710	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2711	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2712	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2713	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2714	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2715	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2716	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2717	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2718	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2719	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2720	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2721	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2722	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2723	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2724	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2725	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2726	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2727	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2728	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2729	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2730	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2731	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2732	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2733	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2734	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2735	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2736	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2737	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2738	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2739	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2740	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2741	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2742	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2743	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2744	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2745	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2746	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2747	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2748	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2749	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2750	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2751	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2752	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2753	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2754	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2755	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2756	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2757	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2758	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2759	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2760	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2761	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2762	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2763	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2764	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2765	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2766	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2767	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2768	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2769	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2770	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2771	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2772	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2773	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2774	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2775	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2776	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2777	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2778	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2779	rna_coding	MT-RNR2	1	MT-RNR2	16S ribosomal RNA	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2780	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2781	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2782	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2783	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2784	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2785	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2786	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2787	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2788	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2789	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2790	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2791	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2792	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2793	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2794	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2795	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2796	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2797	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2798	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2799	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2800	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2801	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2802	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2803	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2804	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2805	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2806	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2807	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2808	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2809	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2810	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2811	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2812	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2813	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2814	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2815	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2816	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2817	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2818	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2819	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2820	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2821	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2822	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2823	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2824	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2825	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2826	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2827	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2828	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2829	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2830	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2831	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2832	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2833	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2834	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
2835	rna_coding	MT-RNR2	1	MT-RNR2;MT-SHLP5	16S ribosomal RNA | Small HN-like peptide 5 (MYCSEVGFCSEVAPTEIFNAGLVV) [MDP on complement]	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
